"i" "test.power"
"880" 880 0.5089549
"881" 881 0.5545228
"882" 882 0.5202902
"883" 883 0.367037
"884" 884 0.5030605
"885" 885 0.5556563
"886" 886 0.409431
"887" 887 0.5533893
"888" 888 0.5053276
"889" 889 0.4887781
"890" 890 0.4978463
"891" 891 0.446384
"892" 892 0.5209703
"893" 893 0.4332351
"894" 894 0.5234641
"895" 895 0.5232374
"896" 896 0.4808433
"897" 897 0.505781
"898" 898 0.5606438
"899" 899 0.4395829
"900" 900 0.5527091
"901" 901 0.4481977
"902" 902 0.5168896
"903" 903 0.4321016
"904" 904 0.4905917
"905" 905 0.4343686
"906" 906 0.4389027
"907" 907 0.4488778
"908" 908 0.4620268
"909" 909 0.5137157
"910" 910 0.5046475
"911" 911 0.4989798
"912" 912 0.4837905
"913" 913 0.4491045
"914" 914 0.4216731
"915" 915 0.5078214
"916" 916 0.5085015
"917" 917 0.5506688
"918" 918 0.3980957
"919" 919 0.4887781
"920" 920 0.5252777
"921" 921 0.5087282
"922" 922 0.4713217
"923" 923 0.5406937
"924" 924 0.4434369
"925" 925 0.5450011
"926" 926 0.3935616
"927" 927 0.4452505
"928" 928 0.4747223
"929" 929 0.4692813
"930" 930 0.4114713
"931" 931 0.5295851
"932" 932 0.4835638
"933" 933 0.3722512
"934" 934 0.4432102
"935" 935 0.5085015
"936" 936 0.4976196
"937" 937 0.5395602
"938" 938 0.5434142
"939" 939 0.5187032
"940" 940 0.5445477
"941" 941 0.498073
"942" 942 0.4772161
"943" 943 0.4429835
"944" 944 0.4359556
"945" 945 0.5243709
"946" 946 0.4280209
"947" 947 0.5159828
"948" 948 0.4982997
"949" 949 0.396282
"950" 950 0.4506915
"951" 951 0.548175
"952" 952 0.4853775
"953" 953 0.5382
"954" 954 0.4534119
"955" 955 0.5198368
"956" 956 0.5513489
"957" 957 0.5479483
"958" 958 0.5044208
"959" 959 0.4883246
"960" 960 0.5232374
"961" 961 0.5375198
"962" 962 0.3677171
"963" 963 0.534346
"964" 964 0.5137157
"965" 965 0.4924054
"966" 966 0.4828837
"967" 967 0.5384267
"968" 968 0.4828837
"969" 969 0.5202902
"970" 970 0.5286783
"971" 971 0.5078214
"972" 972 0.5150759
"973" 973 0.4976196
"974" 974 0.5468148
"975" 975 0.454092
"976" 976 0.4563591
"977" 977 0.4534119
"978" 978 0.5282249
"979" 979 0.4545455
"980" 980 0.5026071
"981" 981 0.4513716
"982" 982 0.5028338
"983" 983 0.5268647
"984" 984 0.5429608
"985" 985 0.5461347
"986" 986 0.4794831
"987" 987 0.5055543
"988" 988 0.5159828
"989" 989 0.5341192
"990" 990 0.4876445
"991" 991 0.5406937
"992" 992 0.5112219
"993" 993 0.5023804
"994" 994 0.4416232
"995" 995 0.5153027
"996" 996 0.5243709
"997" 997 0.4792564
"998" 998 0.5037406
"999" 999 0.5644978
"1000" 1000 0.5234641
