"i" "test.power"
"706" 706 0.473362
"707" 707 0.4917252
"708" 708 0.494219
"709" 709 0.4828837
"710" 710 0.4543187
"711" 711 0.5116754
"712" 712 0.4218998
"713" 713 0.4640671
"714" 714 0.2430288
"715" 715 0.4318749
"716" 716 0.5044208
"717" 717 0.4692813
"718" 718 0.4416232
"719" 719 0.4447971
"720" 720 0.3790524
"721" 721 0.4096577
"722" 722 0.3439129
"723" 723 0.4887781
"724" 724 0.2217184
"725" 725 0.4488778
"726" 726 0.4593063
"727" 727 0.4148719
"728" 728 0.4243936
"729" 729 0.4187259
"730" 730 0.4379959
"731" 731 0.5091816
"732" 732 0.4729086
"733" 733 0.5021537
"734" 734 0.4583995
"735" 735 0.498073
"736" 736 0.4778962
"737" 737 0.478803
"738" 738 0.451825
"739" 739 0.4370891
"740" 740 0.4457039
"741" 741 0.4629336
"742" 742 0.3069599
"743" 743 0.4527318
"744" 744 0.4686012
"745" 745 0.4667876
"746" 746 0.4686012
"747" 747 0.4491045
"748" 748 0.4631603
"749" 749 0.4459306
"750" 750 0.4618
"751" 751 0.4543187
"752" 752 0.4860576
"753" 753 0.4726819
"754" 754 0.3965087
"755" 755 0.4221265
"756" 756 0.3466334
"757" 757 0.4652006
"758" 758 0.4574926
"759" 759 0.2697801
"760" 760 0.457946
"761" 761 0.4255271
"762" 762 0.4296078
"763" 763 0.3468601
"764" 764 0.4389027
"765" 765 0.4273407
"766" 766 0.4153253
"767" 767 0.4781229
"768" 768 0.3888007
"769" 769 0.4450238
"770" 770 0.4901383
"771" 771 0.4064838
"772" 772 0.5180231
"773" 773 0.3792791
"774" 774 0.4844706
"775" 775 0.4699615
"776" 776 0.5066878
"777" 777 0.4568125
"778" 778 0.4856042
"779" 779 0.4835638
"780" 780 0.4744956
"781" 781 0.4781229
"782" 782 0.4082974
"783" 783 0.4785763
"784" 784 0.4373158
"785" 785 0.4978463
"786" 786 0.4513716
"787" 787 0.4751757
"788" 788 0.455679
"789" 789 0.2763546
"790" 790 0.3629562
"791" 791 0.3380186
"792" 792 0.4792564
"793" 793 0.482657
"794" 794 0.4722285
"795" 795 0.4536386
"796" 796 0.4763092
"797" 797 0.4191793
"798" 798 0.4570392
"799" 799 0.4869644
"800" 800 0.4184992
"801" 801 0.2743142
"802" 802 0.3729313
"803" 803 0.4318749
"804" 804 0.5218771
"805" 805 0.427114
"806" 806 0.4908184
"807" 807 0.3534346
"808" 808 0.396282
"809" 809 0.4350487
"810" 810 0.4545455
